SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	MUTATIONS	SAMPLES_COHORT	ALL_METHODS	SIG_METHODS	QVALUE_COMBINATION	QVALUE_CGC_COMBINATION	RANKING	TIER	ROLE	CGC_GENE	TIER_CGC	CGC_CANCER_GENE	SIGNATURE9	SIGNATURE10	WARNING_EXPRESSION	WARNING_GERMLINE	SAMPLES_3MUTS	OR_WARNING	WARNING_ARTIFACT	KNOWN_ARTIFACT	NUM_PAPERS	WARNING_ENSEMBL_TRANSCRIPTS	DRIVER	FILTER
OR4N2	ENST00000557677	CPTAC_WXS_LUSC_2020	LUSC	16.0	108	dndscv	dndscv	0.0034369628199245		90.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N2	ENST00000557677	PCAWG_WGS_SKIN_MELANOMA	MEL	14.0	107	hotmaps	combination	0.0027446964617218		42.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N2	ENST00000557677	TCGA_WXS_MEL	MEL	58.0	466	oncodrivefml,dndscv,hotmaps	hotmaps	0.0055097358537741		27.0	3	Act	False		False	0.0	0.0	True	False	1.0	True	False	False	0.0	False	False	No driver
OR4N2	ENST00000557677	TCGA_WXS_OVT	OVT	9.0	409	dndscv	combination	0.0346531530298476		33.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N2	ENST00000557677	HARTWIG_WGS_SCLC_2023	SCLC	5.0	52	dndscv	combination	0.1630082081558224		94.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	7.0	11	dndscv	dndscv	0.3555294655780402		121.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	BCC	33.0	76	hotmaps	combination	0.1067143528958913		117.0	4	LoF	False		False	0.0	0.0	True	False	1.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	CBIOP_WXS_LUAD_BROAD	LUAD	7.0	159	oncodriveclustl	combination	0.2171142155241498		124.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	TCGA_WXS_MEL	MEL	45.0	466	hotmaps	hotmaps	0.000250142224248		93.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	TCGA_WXS_STAD	STAD	19.0	436	dndscv	dndscv	0.3979390796524374		164.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N4	ENST00000328795	HARTWIG_WGS_STOMACH_2023	STOMACH	3.0	45	oncodriveclustl	combination	0.0595975993047075		150.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N5	ENST00000641086	CPTAC_WXS_HNSC_2020	HNSC	2.0	110	oncodrivefml,dndscv	oncodrivefml	0.0015896072130285		19.0	1	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N5	ENST00000641086	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	4.0	75	dndscv	combination	0.0836488719338771		138.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4N5	ENST00000641086	HARTWIG_WGS_OVT_2023	OVT	4.0	174	dndscv	combination	0.2353340794756409		146.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4P4	ENST00000641760	TCGA_WXS_PRAD	PRAD	4.0	494	oncodriveclustl,hotmaps	combination	0.0712378394789394		21.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4P4	ENST00000641760	CBIOP_WXS_PRAD_SU2C_2019	PRAD	3.0	444	hotmaps	combination	0.0086179071810793		67.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4P4	ENST00000641760	CBIOP_WXS_SCLC_CLCGP	SCLC	3.0	29	oncodrivefml	combination	0.0659130638601115		119.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4P4	ENST00000641760	HARTWIG_WGS_SKIN_2023	SKIN	2.0	26	oncodrivefml	combination	0.0535979537511985		108.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR4S2	ENST00000641692	ICGC_WGS_HCC_LICA_CN_VARSCAN_2019	HCC	2.0	24	dndscv	combination	0.2079974066019895		89.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR4X2	ENST00000624868	HARTWIG_WGS_EGC_2023	EGC	4.0	21	dndscv	dndscv	0.0197650023654783		56.0	3	Act	False		False	0.0	0.0	True	True	1.0	True	False	False	0.0	False	False	No driver
OR4X2	ENST00000624868	CBIOP_WXS_LUAD_BROAD	LUAD	8.0	159	dndscv	combination	0.0910850913602661		92.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR51A2	ENST00000380371	ICGC_WXS_CHOL_BTCA_JP_2019	CHOL	2.0	239	oncodriveclustl	combination	0.3598610530035658		128.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51A2	ENST00000380371	CBIOP_WXS_ESCA_EGC_TRAP_2020	ESCA	2.0	31	dndscv	combination	0.1203081770512531		37.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51A2	ENST00000380371	ICGC_WGS_MEL_SKCA_BR_2019	MEL	4.0	35	dndscv	combination	0.0146614997092842		18.0	3	Act	False		False	0.0	0.0	True	False	1.0	True	False	False	0.0	False	False	No driver
OR51A4	ENST00000641898	ICGC_WXS_COADREAD_COCA_CN_VARSCAN_2019	COADREAD	5.0	99	oncodrivefml,oncodriveclustl,hotmaps	oncodriveclustl,hotmaps	3.670918121591577e-06		23.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	True	Warning expression
OR51A4	ENST00000641898	CBIOP_WXS_ESCA_BROAD	ESCA	6.0	146	dndscv	combination	0.0041673014177759		92.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51A4	ENST00000641898	CBIOP_WXS_SKCM_BROAD	MEL	9.0	88	dndscv	combination	0.006337443371535		86.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51A4	ENST00000641898	HARTWIG_WGS_STOMACH_2023	STOMACH	2.0	45	oncodrivefml	combination	0.3790039550897278		84.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51A7	ENST00000641490	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	4.0	11	dndscv	combination	0.2349144603241464		148.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR51A7	ENST00000641490	STJUDE_WGS_D_NB_2018	NBL	2.0	48	oncodrivefml,dndscv	combination	0.0018234471251396		22.0	1	Act	False		False	0.5	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR51B2	ENST00000624187	PCAWG_WGS_SKIN_MELANOMA	MEL	13.0	107	oncodriveclustl,mutpanning	combination	0.0303759265494529		38.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51B2	ENST00000624187	HARTWIG_WGS_READ_2023	READ	3.0	54	dndscv	combination	0.1138335639919614		58.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51B5	ENST00000300773	PCAWG_WGS_BILIARY_ADENOCA	CHOL	2.0	34	dndscv	combination	0.0153106230793155		26.0	1	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR51B5	ENST00000300773	CBIOP_WXS_HNSC_BROAD	HNSC	2.0	70	dndscv	combination	0.2697363702679435		32.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR51B6	ENST00000380219	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	4.0	11	dndscv	combination	0.1540042172224561		154.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51B6	ENST00000380219	CBIOP_WXS_CSCC_UCSF_2018	CSCC	9.0	83	dndscv	combination	0.0146073334442294		95.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51C1P	ENST00000641159	HARTWIG_WGS_ESCC_2023	ESCC	2.0	140	oncodriveclustl	combination	0.0382223638378327		99.0	3	Act	False		False	0.0	0.0	False	False	0.0	True	False	False	0.0	False	False	No driver
OR51E1	ENST00000396952	CBIOP_WXS_VSC_CUK_2018	VULVA	2.0	15	oncodriveclustl	combination	0.0036796342735639		73.0	3	Act	False		False	0.0	0.5	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51F1	ENST00000624103	ICGC_WGS_ESCA_ESAD_UK_2019	ESCA	5.0	309	hotmaps	combination	0.0266366466318217		167.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51F1	ENST00000624103	TCGA_WXS_ESCA	ESCA	4.0	182	oncodriveclustl	combination	0.1892720404952259		150.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51F2	ENST00000322110	TCGA_WXS_MEL	MEL	30.0	466	hotmaps	hotmaps	0.0186564563736255		93.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51G1	ENST00000623849	TCGA_WXS_HCC	HCC	9.0	360	dndscv	combination	0.138113310352185		101.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51G2	ENST00000641926	HARTWIG_WGS_SKCM_2023	SKCM	21.0	299	dndscv,hotmaps	combination	0.4513077541721892		27.0	4	Act	False		False	0.0476190476190476	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51I1	ENST00000380211	PCAWG_WGS_ESO_ADENOCA	ESCA	2.0	97	oncodrivefml	combination	0.3493945511508286		64.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51I2	ENST00000641930	OTHER_WXS_NBL_SCIENCE_COLOGNE_2018	NBL	2.0	186	dndscv	combination	0.3640623133455958		62.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51I2	ENST00000641930	HARTWIG_WGS_STOMACH_2023	STOMACH	3.0	45	oncodrivefml,dndscv	oncodrivefml	0.0284864258049366		36.0	1	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51L1	ENST00000641819	CBIOP_WXS_LUAD_BROAD	LUAD	5.0	159	oncodrivefml,dndscv	combination	0.0313807440482266		107.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51L1	ENST00000641819	CBIOP_WXS_CM_VALLEN_2018	MEL	16.0	151	dndscv	combination	0.016704897296399		53.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51M1	ENST00000642046	PCAWG_WGS_CNS_MEDULLO	MBL	2.0	141	dndscv	combination	0.005103251362598		75.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51Q1	ENST00000300778	PCAWG_WGS_COLORECT_ADENOCA	COADREAD	3.0	52	oncodrivefml,dndscv	dndscv	0.0003683641315891		21.0	1	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51S1	ENST00000322101	CBIOP_WXS_SKCM_BROAD	MEL	7.0	88	oncodriveclustl	combination	0.0019949893942833		22.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51S1	ENST00000322101	TCGA_WXS_MEL	MEL	44.0	466	oncodriveclustl	oncodriveclustl	0.0004017212506348		182.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51S1	ENST00000322101	CBIOP_WXS_SCLC_CLCGP	SCLC	2.0	29	oncodrivefml	combination	0.3250912648650468		116.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51V1	ENST00000641270	CPTAC_WXS_LUAD_2020	LUAD	5.0	110	hotmaps	combination	0.0565949410086462		30.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR51V1	ENST00000641270	TCGA_WXS_LUSC	LUSC	12.0	472	hotmaps	combination	0.1510185004149418		90.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A1	ENST00000380367	CPTAC_WXS_COAD_2020	COAD	3.0	103	dndscv	combination	0.3433029862429714		122.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A5	ENST00000307388	HARTWIG_WGS_COAD_2023	COAD	4.0	125	oncodriveclustl	combination	0.2833294406567227		84.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A5	ENST00000307388	CBIOP_WXS_ESCA_BROAD	ESCA	6.0	146	dndscv	combination	0.013168165015105		92.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A5	ENST00000307388	HARTWIG_WGS_ESCC_2023	ESCC	7.0	140	dndscv	dndscv	0.1387078746906298		142.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A5	ENST00000307388	HARTWIG_WGS_NETNOS_2023	NETNOS	3.0	23	dndscv	combination	0.0007059100689864		25.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52A5	ENST00000307388	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	2.0	75	oncodrivefml	combination	0.115749802589918		94.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52B2	ENST00000530810	CPTAC_WXS_LUSC_2020	LUSC	2.0	108	dndscv	combination	0.0006361388544478		105.0	3	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52B2	ENST00000530810	PEDCBIOP_WXS_MBL_BROAD_2012	MBL	2.0	92	dndscv	combination	0.0083296326120393		26.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52B4	ENST00000624801	PCAWG_WGS_SKIN_MELANOMA	MEL	9.0	107	dndscv	combination	0.0634470358477671		171.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52B6	ENST00000345043	STJUDE_WGS_D_CM_2018	MEL	2.0	7	oncodrivefml,dndscv	combination	0.0534912832587117		13.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52B6	ENST00000345043	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD	2.0	223	oncodrivefml	combination	0.2053876426592303		58.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52D1	ENST00000322641	CBIOP_WXS_BLCA_BGI	BLCA	2.0	79	oncodriveclustl	combination	0.0307346240694106		92.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52E2	ENST00000321522	HARTWIG_WGS_GIST_2023	GIST	2.0	64	oncodrivefml	combination	0.0037031120132387		85.0	3	Act	False		False	0.5	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52E4	ENST00000641726	PCAWG_WGS_COLORECT_ADENOCA	COADREAD	3.0	52	dndscv	combination	0.0308476121937074		27.0	1	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52E4	ENST00000641726	PCAWG_WGS_LUNG_ADENOCA	LUAD	3.0	37	oncodriveclustl,dndscv	combination	0.0383087302091928		21.0	1	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52E4	ENST00000641726	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	4.0	75	dndscv	combination	0.1344772192953552		141.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52E8	ENST00000537935	HARTWIG_WGS_NSCLC_2023	NSCLC	10.0	510	hotmaps	combination	0.0969357214101238		45.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52H1	ENST00000322653	CBIOP_WXS_ESCA_BROAD	ESCA	3.0	146	hotmaps	combination	0.0157365342450003		135.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52I2	ENST00000641896	ICGC_WXS_COADREAD_COCA_CN_VARSCAN_2019	COADREAD	6.0	99	dndscv,mutpanning,hotmaps	mutpanning,hotmaps	0.0127257317503204		24.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	True	Warning expression
OR52J3	ENST00000380370	ICGC_WXS_HCC_LINC_JP_2019	HCC	3.0	213	dndscv	combination	0.0127444263036994		75.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52K1	ENST00000641528	CPTAC_WXS_LUSC_2020	LUSC	6.0	108	dndscv	combination	0.051842214859052		103.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52K1	ENST00000641528	TARGET_WGS_NBL_US	NBL	4.0	212	dndscv	combination	0.254930747914359		93.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52K2	ENST00000325719	CBIOP_WXS_LUAD_BROAD	LUAD	5.0	159	dndscv	combination	0.0489605463389807		110.0	3	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52K2	ENST00000325719	CBIOP_WGS_STAD_ONCOSG_2018	STAD	2.0	147	oncodriveclustl	combination	0.0500711751869512		72.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52L1	ENST00000332249	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	BCC	25.0	76	dndscv	combination	0.4786954000638168		54.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52M1	ENST00000360213	TCGA_WXS_LUAD	LUAD	9.0	560	hotmaps	combination	0.2518368424094894		46.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR52N2	ENST00000317037	HARTWIG_WGS_SKIN_2023	SKIN	4.0	26	dndscv	combination	0.0130040831089495		13.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR52N4	ENST00000641350	HARTWIG_WGS_NETNOS_2023	NETNOS	2.0	23	dndscv	combination	0.0089374868438076		26.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR56A1	ENST00000641900	CBIOP_WXS_DLBC_BROAD_2012	DLBCLNOS	2.0	58	oncodrivefml	combination	0.0038779013358777		55.0	1	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR56A1	ENST00000641900	TCGA_WXS_WDTC	WDTC	3.0	488	oncodrivefml,dndscv	combination	0.019702912330248		17.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR56A4	ENST00000641156	HARTWIG_WGS_SKIN_2023	SKIN	5.0	26	dndscv	combination	0.0741596958671519		13.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR56B2P	ENST00000641377	PCAWG_WGS_ESO_ADENOCA	ESCA	4.0	97	dndscv	combination	0.0859378409678866		167.0	4	Act	False		False	0.0	0.0	False	False	0.0	True	False	False	0.0	False	False	No driver
OR56B2P	ENST00000641377	PCAWG_WGS_PANC_ADENOCA	PAAD	3.0	232	dndscv	combination	0.1240733755795027		101.0	4	LoF	False		False	0.0	0.0	False	False	0.0	True	False	False	0.0	False	False	No driver
OR56B4	ENST00000316529	TCGA_WXS_LUSC	LUSC	11.0	472	oncodriveclustl	combination	0.0315697254334785		131.0	3	Act	False		False	0.0	0.0	False	False	0.0	True	False	False	0.0	False	False	No driver
OR5A1	ENST00000641045	CBIOP_WXS_LUAD_BROAD	LUAD	6.0	159	hotmaps	combination	0.1106010114524678		46.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5A1	ENST00000641045	TCGA_WXS_SOFT_TISSUE	SOFT_TISSUE	3.0	234	oncodrivefml,dndscv	combination	0.0400868875837285		19.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5A2	ENST00000302040	TCGA_WXS_GBM	GBM	2.0	391	oncodrivefml	combination	0.1174075555234559		186.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5AK2	ENST00000326855	PCAWG_WGS_SKIN_MELANOMA	MEL	9.0	107	oncodriveclustl	combination	0.1622837334859266		48.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5AN1	ENST00000641998	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	4.0	75	dndscv	combination	0.1285142090760407		134.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5AR1	ENST00000624596	TCGA_WXS_GBM	GBM	8.0	391	dndscv	combination	0.0253261225760543		104.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5AR1	ENST00000624596	ICGC_WXS_HCC_LINC_JP_2019	HCC	7.0	213	dndscv	combination	0.0008011262490042		70.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5AR1	ENST00000624596	CBIOP_WXS_LUAD_BROAD	LUAD	3.0	159	hotmaps	combination	0.0351498066113907		40.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5AS1	ENST00000641320	PCAWG_WGS_LIVER_HCC	HCC	8.0	314	oncodriveclustl	combination	0.0775173487403568		104.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5AS1	ENST00000641320	CBIOP_WXS_VSC_CUK_2018	VULVA	2.0	15	oncodrivefml	combination	0.0028659136527711		103.0	3	Act	False		False	0.5	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5AU1	ENST00000304418	ICGC_WXS_NPC_ORCA_IN_2019	NPC	2.0	106	oncodrivefml	combination	0.2760140752732232		116.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5B12	ENST00000641921	TCGA_WXS_ACC	ACC	2.0	91	oncodrivefml	combination	0.0678564475066474		21.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5B12	ENST00000641921	HARTWIG_WGS_PROSTATE_2023	PROSTATE	5.0	416	hotmaps	combination	0.0575557671225859		51.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5B17	ENST00000357377	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	BCC	20.0	76	oncodriveclustl	combination	0.1361440011438604		182.0	4	Act	False		False	0.0	0.0	True	False	1.0	True	False	False	0.0	False	False	No driver
OR5B17	ENST00000357377	CBIOP_WXS_LUAD_BROAD	LUAD	7.0	159	dndscv	combination	0.1232164565922596		98.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5B17	ENST00000357377	TCGA_WXS_MEL	MEL	25.0	466	mutpanning	combination	0.0003060147413338		44.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5B3	ENST00000641865	ICGC_WGS_PRAD_PRAD_FR_2019	PRAD	2.0	25	oncodrivefml	combination	0.3699229352006847		41.0	4	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	3.0	121	oncodriveclustl	combination	0.004384589709172		50.0	3	Act	False		False	0.6666666666666666	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	TCGA_WXS_ESCA	ESCA	7.0	182	dndscv	dndscv	0.0190710162095778		44.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	TCGA_WXS_GBM	GBM	10.0	391	dndscv	dndscv	0.0523789683316935		78.0	4	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	TCGA_WXS_LUAD	LUAD	28.0	560	dndscv	dndscv	0.0165401356582504		164.0	3	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	CPTAC_WXS_LUSC_2020	LUSC	7.0	108	dndscv	combination	0.0610940522587878		90.0	4	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D13	ENST00000623930	HARTWIG_WGS_READ_2023	READ	2.0	54	dndscv	combination	0.2390939236387333		71.0	4	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D14	ENST00000335605	ICGC_WGS_BRCA_BRCA_EU_2019	BRCA	5.0	483	dndscv	combination	0.133719002423523		146.0	4	Act	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D14	ENST00000335605	CBIOP_WXS_ESCA_BROAD	ESCA	6.0	146	dndscv	dndscv	0.0358134292378915		92.0	3	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D14	ENST00000335605	CPTAC_WXS_HNSC_2020	HNSC	3.0	110	dndscv	combination	0.0118918260690271		40.0	1	LoF	False		False	0.0	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D14	ENST00000335605	TCGA_WXS_LUAD	LUAD	31.0	560	oncodriveclustl	combination	0.018120838217876		67.0	3	LoF	False		False	0.032258064516129	0.0	True	True	0.0	True	False	False	0.0	False	False	No driver
OR5D16	ENST00000378396	ICGC_WGS_ESCA_ESAD_UK_2019	ESCA	6.0	309	dndscv,hotmaps	combination	0.0265502562904081		82.0	3	LoF	False		False	0.1666666666666666	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5D18	ENST00000333976	HARTWIG_WGS_ESCC_2023	ESCC	3.0	140	oncodriveclustl	combination	0.0382122932182301		99.0	3	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5D18	ENST00000333976	PCAWG_WGS_CNS_GBM	GBM	3.0	39	oncodrivefml,dndscv	combination	0.0025213611143386		6.0	1	Act	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5D18	ENST00000333976	TCGA_WXS_HNSC	HNSC	14.0	502	hotmaps	combination	0.4110417996509837		47.0	4	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
OR5D18	ENST00000333976	CBIOP_WXS_NSCLC_MSKCC_2018	NSCLC	5.0	75	oncodriveclustl,dndscv	combination	0.0183361435492378		114.0	3	LoF	False		False	0.0	0.0	True	False	0.0	True	False	False	0.0	False	False	No driver
