source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition
Q00535	O75553	CDK5	DAB1	True	True	False	True	True	False
O75676	Q02750	RPS6KA4	MAP2K1	True	False	False	False	False	False
Q02750	O75676	MAP2K1	RPS6KA4	True	True	False	True	True	False
P09958	Q9H013	FURIN	ADAM19	True	False	False	False	False	False
P63165	O15169	SUMO1	AXIN1	True	False	False	False	False	False
Q9H1A4	O95997	ANAPC1	PTTG1	True	True	True	True	True	False
Q86X55	P11940	CARM1	PABPC1	True	False	False	False	False	False
Q15843	Q9UK80	NEDD8	USP21	True	False	False	False	False	False
O14744	Q9Y5B0	PRMT5	CTDP1	True	False	False	False	False	False
P06493	Q9H0H5	CDK1	RACGAP1	True	False	False	False	False	False
P07948	O60496	LYN	DOK2	True	False	False	False	False	False
P08631	O60496	HCK	DOK2	True	False	False	False	False	False
P17252	P49795	PRKCA	RGS19	True	False	False	False	False	False
P09958	Q9UHI8	FURIN	ADAMTS1	True	False	False	False	False	False
P17612	Q92597	PRKACA	NDRG1	True	False	False	False	False	False
P53611	P62491	RABGGTB	RAB11A	True	False	False	False	False	False
P07384	P31944	CAPN1	CASP14	True	False	False	False	False	False
O94806	P49840	PRKD3	GSK3A	True	False	False	False	False	False
O00141	P49840	SGK1	GSK3A	True	False	False	False	False	False
P06241	Q07912	FYN	TNK2	True	False	False	False	False	False
Q07912	P06241	TNK2	FYN	True	False	False	False	False	False
Q05655	Q9NQ66	PRKCD	PLCB1	True	False	False	False	False	False
Q9NQ66	Q05655	PLCB1	PRKCD	True	True	False	False	False	False
P61956	P35712	SUMO2	SOX6	True	False	False	False	False	False
P55854	P35712	SUMO3	SOX6	True	False	False	False	False	False
P63165	P35712	SUMO1	SOX6	True	False	False	False	False	False
P31749	Q01970	AKT1	PLCB3	True	False	False	False	False	False
Q05655	Q9Y243	PRKCD	AKT3	True	False	False	False	False	False
Q9Y243	Q05655	AKT3	PRKCD	True	False	False	False	False	False
Q00535	P17706	CDK5	PTPN2	True	False	False	False	False	False
Q96KB5	P14635	PBK	CCNB1	True	True	False	False	False	False
P05771	P30086	PRKCB	PEBP1	True	False	False	False	False	False
Q05513	P30086	PRKCZ	PEBP1	True	True	False	True	True	False
P05305	P42892	EDN1	ECE1	True	True	False	False	False	False
P42892	P05305	ECE1	EDN1	True	True	False	True	True	False
P17612	Q13351	PRKACA	KLF1	True	False	False	False	False	False
P09958	P56817	FURIN	BACE1	True	False	False	False	False	False
P00519	Q15057	ABL1	ACAP2	True	False	False	False	False	False
P14780	P42830	MMP9	CXCL5	True	True	False	True	True	False
P06493	P48681	CDK1	NES	True	False	False	False	False	False
Q00526	P43629	CDK3	KIR3DL1	True	False	False	False	False	False
P00519	O75553	ABL1	DAB1	True	False	False	False	False	False
P30419	Q9NPB3	NMT1	CABP2	True	False	False	False	False	False
Q15118	P23443	PDK1	RPS6KB1	True	True	False	True	True	False
P42574	Q9Y6E0	CASP3	STK24	True	False	False	False	False	False
Q9Y6E0	P42574	STK24	CASP3	True	False	False	False	False	False
P00742	Q05329	F10	GAD2	True	False	False	False	False	False
P09958	Q8WY21	FURIN	SORCS1	True	False	False	False	False	False
Q02750	Q9NVD7	MAP2K1	PARVA	True	False	False	False	False	False
P45984	Q8WYK2	MAPK9	JDP2	True	False	False	False	False	False
P24864	Q8TDN4	CCNE1	CABLES1	True	False	False	False	False	False
P41240	Q8TD08	CSK	MAPK15	True	False	False	False	False	False
P09958	Q9NQX7	FURIN	ITM2C	True	False	False	False	False	False
P14635	Q96KB5	CCNB1	PBK	True	False	False	False	False	False
P24941	O43663	CDK2	PRC1	True	False	False	False	False	False
P28482	Q8IVT5	MAPK1	KSR1	True	False	True	False	False	False
Q8IVT5	P28482	KSR1	MAPK1	True	True	False	True	True	False
Q92831	Q86UQ8	KAT2B	NFE4	True	False	False	False	False	False
P00519	O75688	ABL1	PPM1B	True	False	False	False	False	False
P31749	Q86YN6	AKT1	PPARGC1B	True	False	False	False	False	False
P31749	Q13522	AKT1	PPP1R1A	True	False	False	False	False	False
P31749	O43900	AKT1	PRICKLE3	True	False	False	False	False	False
P31749	P54646	AKT1	PRKAA2	True	False	False	False	False	False
P31749	Q15139	AKT1	PRKD1	True	False	False	False	False	False
Q15139	P31749	PRKD1	AKT1	True	False	False	False	False	False
P31749	Q05209	AKT1	PTPN12	True	False	False	False	False	False
P31749	Q92736	AKT1	RYR2	True	False	False	False	False	False
P31749	O75446	AKT1	SAP30	True	False	False	False	False	False
P31749	Q8N2M8	AKT1	CLASRP	True	False	False	False	False	False
P31749	Q8TF01	AKT1	PNISR	True	False	False	False	False	False
P31749	Q8TAQ2	AKT1	SMARCC2	True	False	False	False	False	False
P31749	Q9UQ35	AKT1	SRRM2	True	False	False	False	False	False
P31749	P17600	AKT1	SYN1	True	False	False	False	False	False
P31749	P10827	AKT1	THRA	True	True	False	True	True	False
P31749	Q9UDY2	AKT1	TJP2	True	False	False	False	False	False
P31749	P62995	AKT1	TRA2B	True	False	False	False	False	False
P31749	Q9NPG3	AKT1	UBN1	True	False	False	False	False	False
P31751	Q8WXD9	AKT2	CASKIN1	True	False	False	False	False	False
P31751	Q5TH69	AKT2	ARFGEF3	True	False	False	False	False	False
P31751	Q9H0K1	AKT2	SIK2	True	False	False	False	False	False
P31751	Q9H2Y7	AKT2	ZNF106	True	False	False	False	False	False
Q9UM73	P06748	ALK	NPM1	True	False	False	False	False	False
Q13315	O14639	ATM	ABLIM1	True	False	False	False	False	False
Q13315	P07550	ATM	ADRB2	True	False	False	False	False	False
Q13315	Q9UJX4	ATM	ANAPC5	True	False	False	False	False	False
Q13315	Q9UPA5	ATM	BSN	True	False	False	False	False	False
Q13315	Q08289	ATM	CACNB2	True	False	False	False	False	False
Q13315	P27824	ATM	CANX	True	False	False	False	False	False
Q13315	P30304	ATM	CDC25A	True	False	False	False	False	False
Q13315	Q92903	ATM	CDS1	True	True	False	True	True	False
Q13315	P13569	ATM	CFTR	True	False	False	False	False	False
Q13315	Q7Z460	ATM	CLASP1	True	False	False	False	False	False
Q13315	P35222	ATM	CTNNB1	True	False	False	False	False	False
Q13315	P07900	ATM	HSP90AA1	True	False	False	False	False	False
Q13315	P05107	ATM	ITGB2	True	False	False	False	False	False
Q13315	P05412	ATM	JUN	True	False	False	False	False	False
Q13315	Q13351	ATM	KLF1	True	False	False	False	False	False
Q13315	Q14847	ATM	LASP1	True	False	False	False	False	False
Q13315	O43561	ATM	LAT	True	False	False	False	False	False
Q13315	Q05469	ATM	LIPE	True	False	False	False	False	False
Q13315	P02545	ATM	LMNA	True	False	False	False	False	False
Q13315	Q9UNF1	ATM	MAGED2	True	False	False	False	False	False
Q13315	P56270	ATM	MAZ	True	False	False	False	False	False
Q13315	P55196	ATM	AFDN	True	False	False	False	False	False
Q13315	P49321	ATM	NASP	True	False	False	False	False	False
Q13315	Q9NRJ5	ATM	PAPOLB	True	False	False	False	False	False
Q13315	Q15149	ATM	PLEC	True	False	False	False	False	False
Q13315	Q99575	ATM	POP1	True	False	False	False	False	False
Q13315	O60437	ATM	PPL	True	False	False	False	False	False
Q13315	P62140	ATM	PPP1CB	True	False	False	False	False	False
Q13315	Q15139	ATM	PRKD1	True	False	False	False	False	False
Q13315	P49810	ATM	PSEN2	True	False	False	False	False	False
Q13315	Q86UR5	ATM	RIMS1	True	False	False	False	False	False
Q13315	P62753	ATM	RPS6	True	False	False	False	False	False
Q13315	Q92736	ATM	RYR2	True	False	False	False	False	False
Q13315	Q5H9R7	ATM	PPP6R3	True	False	False	False	False	False
Q13315	Q8N2M8	ATM	CLASRP	True	False	False	False	False	False
Q96GD4	Q9UMX9	AURKB	SLC45A2	True	False	False	False	False	False
Q13315	Q12872	ATM	SFSWAP	True	False	False	False	False	False
Q13315	P02730	ATM	SLC4A1	True	False	False	False	False	False
Q13315	O95295	ATM	SNAPIN	True	False	False	False	False	False
Q13315	Q01082	ATM	SPTBN1	True	False	False	False	False	False
Q13315	P11831	ATM	SRF	True	False	False	False	False	False
Q13315	Q9UQ35	ATM	SRRM2	True	False	False	False	False	False
Q13315	P32745	ATM	SSTR3	True	False	False	False	False	False
Q13315	P61764	ATM	STXBP1	True	False	False	False	False	False
Q13315	P17600	ATM	SYN1	True	False	False	False	False	False
Q13315	Q14241	ATM	ELOA	True	False	False	False	False	False
Q13315	Q9Y2W1	ATM	THRAP3	True	False	False	False	False	False
Q13315	P12270	ATM	TPR	True	False	False	False	False	False
Q13315	P08670	ATM	VIM	True	False	False	False	False	False
Q13315	Q15906	ATM	VPS72	True	False	False	False	False	False
Q13315	O75717	ATM	WDHD1	True	False	False	False	False	False
Q13535	Q92903	ATR	CDS1	True	False	False	False	False	False
Q13535	P49006	ATR	MARCKSL1	True	False	False	False	False	False
Q13535	Q9NSU2	ATR	TREX1	True	False	False	False	False	False
O14965	P07550	AURKA	ADRB2	True	False	False	False	False	False
O14965	Q71DI3	AURKA	H3C13	True	False	False	False	False	False
Q96GD4	Q9Y4K1	AURKB	CRYBG1	True	False	False	False	False	False
Q96GD4	P16615	AURKB	ATP2A2	True	False	False	False	False	False
Q96GD4	P24844	AURKB	MYL9	True	False	False	False	False	False
P11274	P25445	BCR	FAS	True	False	False	False	False	False
P11309	P51813	PIM1	BMX	True	False	False	False	False	False
P51813	P11309	BMX	PIM1	True	False	False	False	False	False
Q06187	P56945	BTK	BCAR1	True	False	False	False	False	False
Q06187	O60496	BTK	DOK2	True	False	False	False	False	False
Q06187	O43281	BTK	EFS	True	False	False	False	False	False
Q06187	Q6PCB8	BTK	EMB	True	False	False	False	False	False
Q06187	P49023	BTK	PXN	True	False	False	False	False	False
Q14012	Q13085	CAMK1	ACACA	True	False	False	False	False	False
Q14012	Q09472	CAMK1	EP300	True	False	False	False	False	False
Q14012	P56524	CAMK1	HDAC4	True	False	False	False	False	False
Q14012	P26678	CAMK1	PLN	True	False	False	False	False	False
Q8IU85	Q13085	CAMK1D	ACACA	True	False	False	False	False	False
Q8IU85	Q14012	CAMK1D	CAMK1	True	False	False	False	False	False
Q8IU85	Q09472	CAMK1D	EP300	True	False	False	False	False	False
Q96NX5	Q13085	CAMK1G	ACACA	True	False	False	False	False	False
Q96NX5	Q14012	CAMK1G	CAMK1	True	False	False	False	False	False
Q96NX5	Q09472	CAMK1G	EP300	True	False	False	False	False	False
P06493	Q96B36	CDK1	AKT1S1	True	False	False	False	False	False
Q13554	Q15746	CAMK2B	MYLK	True	True	False	True	True	False
Q13554	P47712	CAMK2B	PLA2G4A	True	False	False	False	False	False
Q13554	P07101	CAMK2B	TH	True	False	False	False	False	False
Q9UQM7	O60266	CAMK2A	ADCY3	True	False	True	True	False	True
Q9UQM7	Q9Y281	CAMK2A	CFL2	True	False	False	False	False	False
Q9UQM7	P18505	CAMK2A	GABRB1	True	False	False	False	False	False
Q9UQM7	P18507	CAMK2A	GABRG2	True	False	False	False	False	False
Q9UQM7	P05787	CAMK2A	KRT8	True	False	False	False	False	False
Q9UQM7	P15173	CAMK2A	MYOG	True	False	False	False	False	False
Q9UQM7	Q15149	CAMK2A	PLEC	True	False	False	False	False	False
Q9UQM7	P09417	CAMK2A	QDPR	True	False	False	False	False	False
Q9UQM7	Q15906	CAMK2A	VPS72	True	False	False	False	False	False
Q9UQM7	P31946	CAMK2A	YWHAB	True	False	False	False	False	False
Q13554	O60266	CAMK2B	ADCY3	True	False	False	False	False	False
Q13554	P16615	CAMK2B	ATP2A2	True	False	False	False	False	False
Q13554	P17676	CAMK2B	CEBPB	True	False	False	False	False	False
Q13554	Q9Y281	CAMK2B	CFL2	True	False	False	False	False	False
Q13554	Q01955	CAMK2B	COL4A3	True	False	False	False	False	False
Q13554	P16220	CAMK2B	CREB1	True	True	False	True	True	False
Q13554	Q12959	CAMK2B	DLG1	True	False	False	False	False	False
Q13554	P21333	CAMK2B	FLNA	True	False	False	False	False	False
Q13554	P14136	CAMK2B	GFAP	True	False	False	False	False	False
Q13554	P42261	CAMK2B	GRIA1	True	False	False	False	False	False
Q13554	Q00613	CAMK2B	HSF1	True	False	False	False	False	False
Q13554	Q9NZV8	CAMK2B	KCND2	True	False	False	False	False	False
Q13554	P05783	CAMK2B	KRT18	True	False	False	False	False	False
Q13554	P05787	CAMK2B	KRT8	True	False	False	False	False	False
Q13554	Q15121	CAMK2B	PEA15	True	False	False	False	False	False
Q13554	Q96A00	CAMK2B	PPP1R14A	True	False	False	False	False	False
Q13554	P09417	CAMK2B	QDPR	True	False	False	False	False	False
Q13554	Q15906	CAMK2B	VPS72	True	False	False	False	False	False
Q13557	O60266	CAMK2D	ADCY3	True	False	False	False	False	False
Q13557	P16615	CAMK2D	ATP2A2	True	False	False	False	False	False
Q13557	P17676	CAMK2D	CEBPB	True	False	False	False	False	False
Q13557	Q9Y281	CAMK2D	CFL2	True	False	False	False	False	False
Q13557	P16220	CAMK2D	CREB1	True	True	False	True	True	False
Q13557	Q12959	CAMK2D	DLG1	True	False	False	False	False	False
Q13557	P21333	CAMK2D	FLNA	True	False	False	False	False	False
Q13557	P14136	CAMK2D	GFAP	True	False	False	False	False	False
Q13557	P42261	CAMK2D	GRIA1	True	False	False	False	False	False
Q13557	Q00613	CAMK2D	HSF1	True	False	False	False	False	False
Q13557	Q9NZV8	CAMK2D	KCND2	True	False	False	False	False	False
Q13557	P05783	CAMK2D	KRT18	True	False	False	False	False	False
Q13557	P05787	CAMK2D	KRT8	True	False	False	False	False	False
Q13557	Q15121	CAMK2D	PEA15	True	False	False	False	False	False
Q13557	Q01970	CAMK2D	PLCB3	True	False	False	False	False	False
Q13557	Q96A00	CAMK2D	PPP1R14A	True	False	False	False	False	False
Q13557	P09417	CAMK2D	QDPR	True	False	False	False	False	False
Q13557	P07101	CAMK2D	TH	True	False	False	False	False	False
Q13557	Q15906	CAMK2D	VPS72	True	False	False	False	False	False
Q13557	P31946	CAMK2D	YWHAB	True	False	False	False	False	False
Q13555	P16615	CAMK2G	ATP2A2	True	False	False	False	False	False
Q13555	P17676	CAMK2G	CEBPB	True	False	False	False	False	False
Q13555	Q9Y281	CAMK2G	CFL2	True	False	False	False	False	False
Q13555	P16220	CAMK2G	CREB1	True	True	False	True	True	False
Q13555	Q12959	CAMK2G	DLG1	True	False	False	False	False	False
Q13555	P14136	CAMK2G	GFAP	True	False	False	False	False	False
Q13555	Q00613	CAMK2G	HSF1	True	False	False	False	False	False
Q13555	Q9NZV8	CAMK2G	KCND2	True	False	False	False	False	False
Q13555	P05787	CAMK2G	KRT8	True	False	False	False	False	False
Q13555	Q96A00	CAMK2G	PPP1R14A	True	False	False	False	False	False
Q13555	P09417	CAMK2G	QDPR	True	False	False	False	False	False
Q13555	Q15906	CAMK2G	VPS72	True	False	False	False	False	False
Q16566	P26678	CAMK4	PLN	True	False	False	False	False	False
Q16566	P35270	CAMK4	SPR	True	False	False	False	False	False
Q8N5S9	Q96RG2	CAMKK1	PASK	True	False	False	False	False	False
P06493	O43497	CDK1	CACNA1G	True	False	False	False	False	False
P20248	P62324	CCNA2	BTG1	True	False	False	False	False	False
P14635	Q06413	CCNB1	MEF2C	True	False	False	False	False	False
P08575	Q9H2G2	PTPRC	SLK	True	True	False	True	True	False
P06493	Q2M2I8	CDK1	AAK1	True	False	False	False	False	False
P06493	Q9NP78	CDK1	ABCB9	True	False	False	False	False	False
P06493	O14639	CDK1	ABLIM1	True	False	False	False	False	False
P06493	P53396	CDK1	ACLY	True	False	False	False	False	False
P06493	O43306	CDK1	ADCY6	True	False	False	False	False	False
P06493	Q9UJX5	CDK1	ANAPC4	True	True	False	True	True	False
Q9UJX5	P06493	ANAPC4	CDK1	True	False	True	False	False	False
P06493	P16157	CDK1	ANK1	True	False	False	False	False	False
P06493	Q01484	CDK1	ANK2	True	False	False	False	False	False
P06493	Q9NQW6	CDK1	ANLN	True	False	False	False	False	False
P06493	Q99767	CDK1	APBA2	True	False	False	False	False	False
P06493	Q9NZN5	CDK1	ARHGEF12	True	False	False	False	False	False
P06493	Q12797	CDK1	ASPH	True	False	False	False	False	False
P06493	Q76L83	CDK1	ASXL2	True	False	False	False	False	False
P06493	P54259	CDK1	ATN1	True	False	False	False	False	False
P06493	O14965	CDK1	AURKA	True	False	False	False	False	False
P06493	Q08289	CDK1	CACNB2	True	False	False	False	False	False
P06493	O95817	CDK1	BAG3	True	False	False	False	False	False
P06493	Q8WUZ0	CDK1	BCL7C	True	False	False	False	False	False
P06493	Q9NYF8	CDK1	BCLAF1	True	False	False	False	False	False
P06493	P11274	CDK1	BCR	True	False	False	False	False	False
P06493	O00499	CDK1	BIN1	True	False	False	False	False	False
P06493	P54132	CDK1	BLM	True	False	False	False	False	False
P54132	P06493	BLM	CDK1	True	True	False	False	False	False
P06493	Q12830	CDK1	BPTF	True	False	False	False	False	False
P06493	Q7Z589	CDK1	EMSY	True	False	False	False	False	False
P06493	P78312	CDK1	FAM193A	True	False	False	False	False	False
P06493	Q9H330	CDK1	TMEM245	True	False	False	False	False	False
P06493	O00305	CDK1	CACNB4	True	False	False	False	False	False
P06493	Q9Y698	CDK1	CACNG2	True	False	False	False	False	False
P06493	Q8WXD9	CDK1	CASKIN1	True	False	False	False	False	False
P06493	O43439	CDK1	CBFA2T2	True	False	False	False	False	False
P06493	O60583	CDK1	CCNT2	True	False	False	False	False	False
P06493	Q14004	CDK1	CDK13	True	False	False	False	False	False
P06493	P17676	CDK1	CEBPB	True	False	False	False	False	False
P06493	Q13112	CDK1	CHAF1B	True	False	False	False	False	False
O96017	P06493	CHEK2	CDK1	True	False	False	False	False	False
P06493	O96017	CDK1	CHEK2	True	False	False	False	False	False
P06493	Q8WVB6	CDK1	CHTF18	True	False	False	False	False	False
P06493	Q96RK0	CDK1	CIC	True	False	False	False	False	False
P06493	O95628	CDK1	CNOT4	True	False	False	False	False	False
P06493	Q13057	CDK1	COASY	True	False	False	False	False	False
P06493	P46109	CDK1	CRKL	True	False	False	False	False	False
P06493	P02489	CDK1	CRYAA	True	False	False	False	False	False
P06493	P26232	CDK1	CTNNA2	True	False	False	False	False	False
P06493	P17812	CDK1	CTPS1	True	False	False	False	False	False
P06493	Q6PD62	CDK1	CTR9	True	False	False	False	False	False
P06493	Q14247	CDK1	CTTN	True	False	False	False	False	False
P06493	P78310	CDK1	CXADR	True	False	False	False	False	False
P06493	O75553	CDK1	DAB1	True	False	False	False	False	False
P06493	Q16643	CDK1	DBN1	True	False	False	False	False	False
P06493	O43602	CDK1	DCX	True	False	False	False	False	False
P06493	P35638	CDK1	DDIT3	True	False	False	False	False	False
P06493	P0DPQ6	CDK1	DDIT3	True	False	False	False	False	False
P06493	Q9BUQ8	CDK1	DDX23	True	False	False	False	False	False
P06493	Q86XP3	CDK1	DDX42	True	False	False	False	False	False
P06493	Q7Z478	CDK1	DHX29	True	False	False	False	False	False
P06493	Q08211	CDK1	DHX9	True	False	False	False	False	False
P06493	Q9BTC0	CDK1	DIDO1	True	False	False	False	False	False
P06493	Q9NPF5	CDK1	DMAP1	True	False	False	False	False	False
P06493	Q05193	CDK1	DNM1	True	False	False	False	False	False
P06493	Q16555	CDK1	DPYSL2	True	False	False	False	False	False
P06493	P28562	CDK1	DUSP1	True	False	False	False	False	False
P06493	Q9Y6G9	CDK1	DYNC1LI1	True	False	False	False	False	False
P06493	P13639	CDK1	EEF2	True	False	False	False	False	False
P06493	P32519	CDK1	ELF1	True	False	False	False	False	False
P06493	Q96L91	CDK1	EP400	True	False	False	False	False	False
P06493	Q9H4G0	CDK1	EPB41L1	True	False	False	False	False	False
P06493	O43491	CDK1	EPB41L2	True	False	False	False	False	False
P06493	P42566	CDK1	EPS15	True	False	False	False	False	False
P06493	Q96RT1	CDK1	ERBIN	True	False	False	False	False	False
P06493	P03372	CDK1	ESR1	True	False	False	False	False	False
P06493	P11474	CDK1	ESRRA	True	False	False	False	False	False
P06493	Q92817	CDK1	EVPL	True	False	False	False	False	False
P06493	Q9UQ84	CDK1	EXO1	True	False	False	False	False	False
P06493	Q13158	CDK1	FADD	True	False	False	False	False	False
P06493	O95684	CDK1	CEP43	True	False	False	False	False	False
P06493	Q6UN15	CDK1	FIP1L1	True	False	False	False	False	False
P06493	Q13045	CDK1	FLII	True	False	False	False	False	False
P06493	P15408	CDK1	FOSL2	True	False	False	False	False	False
P06493	Q96AE4	CDK1	FUBP1	True	False	False	False	False	False
P06493	Q495W5	CDK1	FUT11	True	False	False	False	False	False
P06493	Q9UM11	CDK1	FZR1	True	False	False	False	False	False
Q9UM11	P06493	FZR1	CDK1	True	False	True	False	False	False
P06493	Q9UBS5	CDK1	GABBR1	True	False	False	False	False	False
P06493	Q92538	CDK1	GBF1	True	False	False	False	False	False
P06493	Q6Y7W6	CDK1	GIGYF2	True	False	False	False	False	False
P06493	Q13322	CDK1	GRB10	True	False	False	False	False	False
P06493	Q12879	CDK1	GRIN2A	True	False	False	False	False	False
P06493	P41594	CDK1	GRM5	True	False	False	False	False	False
P06493	Q12849	CDK1	GRSF1	True	False	False	False	False	False
P06493	P13807	CDK1	GYS1	True	False	False	False	False	False
P06493	Q8NG08	CDK1	HELB	True	False	False	False	False	False
P06493	Q02539	CDK1	H1-1	True	False	False	False	False	False
P06493	Q14103	CDK1	HNRNPD	True	False	False	False	False	False
P06493	Q9BUJ2	CDK1	HNRNPUL1	True	False	False	False	False	False
P06493	Q8IX15	CDK1	HOMEZ	True	False	False	False	False	False
P06493	Q9UJY1	CDK1	HSPB8	True	False	False	False	False	False
P06493	Q02363	CDK1	ID2	True	False	False	False	False	False
P06493	P48551	CDK1	IFNAR2	True	False	False	False	False	False
P06493	O14920	CDK1	IKBKB	True	False	False	False	False	False
P06493	P35568	CDK1	IRS1	True	False	False	False	False	False
P35568	P06493	IRS1	CDK1	True	False	False	False	False	False
P06493	Q9Y4H2	CDK1	IRS2	True	False	False	False	False	False
P06493	Q96A47	CDK1	ISL2	True	False	False	False	False	False
P06493	P17275	CDK1	JUNB	True	False	False	False	False	False
P06493	P17535	CDK1	JUND	True	False	False	False	False	False
P06493	Q14721	CDK1	KCNB1	True	False	False	False	False	False
P06493	O94953	CDK1	KDM4B	True	False	False	False	False	False
P06493	P29375	CDK1	KDM5A	True	False	False	False	False	False
P06493	O15550	CDK1	KDM6A	True	False	False	False	False	False
P06493	O60333	CDK1	KIF1B	True	False	False	False	False	False
P06493	Q9BXK1	CDK1	KLF16	True	False	False	False	False	False
P06493	O43561	CDK1	LAT	True	False	False	False	False	False
P06493	Q13094	CDK1	LCP2	True	False	False	False	False	False
P06493	Q9UJU2	CDK1	LEF1	True	False	False	False	False	False
P06493	P41214	CDK1	EIF2D	True	False	False	False	False	False
P06493	Q9UGP4	CDK1	LIMD1	True	False	False	False	False	False
P06493	Q03252	CDK1	LMNB2	True	False	False	False	False	False
P06493	P46821	CDK1	MAP1B	True	False	False	False	False	False
P06493	Q66K74	CDK1	MAP1S	True	False	False	False	False	False
P06493	P11137	CDK1	MAP2	True	False	False	False	False	False
P06493	O95819	CDK1	MAP4K4	True	False	False	False	False	False
P06493	P53779	CDK1	MAPK10	True	False	False	False	False	False
P06493	Q9UQF2	CDK1	MAPK8IP1	True	False	False	False	False	False
P06493	Q9UPT6	CDK1	MAPK8IP3	True	False	False	False	False	False
P06493	P45983	CDK1	MAPK8	True	False	False	False	False	False
P06493	P49137	CDK1	MAPKAPK2	True	False	False	False	False	False
P06493	P10636	CDK1	MAPT	True	False	False	False	False	False
P06493	P29966	CDK1	MARCKS	True	False	False	False	False	False
P06493	Q15648	CDK1	MED1	True	False	False	False	False	False
P06493	Q02078	CDK1	MEF2A	True	False	False	False	False	False
P06493	O14686	CDK1	KMT2D	True	False	False	False	False	False
P06493	Q9UMN6	CDK1	KMT2B	True	False	False	False	False	False
P06493	P55196	CDK1	AFDN	True	False	False	False	False	False
P06493	Q03164	CDK1	KMT2A	True	False	False	False	False	False
P06493	Q10571	CDK1	MN1	True	False	False	False	False	False
P06493	P15941	CDK1	MUC1	True	False	False	False	False	False
P06493	Q9BQG0	CDK1	MYBBP1A	True	False	False	False	False	False
P06493	P10242	CDK1	MYB	True	False	False	False	False	False
P06493	P01106	CDK1	MYC	True	False	False	False	False	False
P06493	P49321	CDK1	NASP	True	False	False	False	False	False
P06493	P13591	CDK1	NCAM1	True	False	False	False	False	False
P06493	O43639	CDK1	NCK2	True	False	False	False	False	False
P06493	Q15788	CDK1	NCOA1	True	False	False	False	False	False
P06493	Q9Y618	CDK1	NCOR2	True	False	False	False	False	False
P06493	P12036	CDK1	NEFH	True	False	False	False	False	False
P06493	Q13562	CDK1	NEUROD1	True	False	False	False	False	False
P06493	P21359	CDK1	NF1	True	False	False	False	False	False
P06493	Q13469	CDK1	NFATC2	True	False	False	False	False	False
P06493	Q12968	CDK1	NFATC3	True	False	False	False	False	False
P06493	O00712	CDK1	NFIB	True	False	False	False	False	False
P06493	Q6P4R8	CDK1	NFRKB	True	False	False	False	False	False
P06493	Q14978	CDK1	NOLC1	True	False	False	False	False	False
P06493	Q04721	CDK1	NOTCH2	True	False	False	False	False	False
P06493	Q13285	CDK1	NR5A1	True	False	False	False	False	False
P06493	P35658	CDK1	NUP214	True	False	False	False	False	False
P06493	Q9BXB4	CDK1	OSBPL11	True	False	False	False	False	False
P06493	Q9NWT1	CDK1	PAK1IP1	True	False	False	False	False	False
P06493	Q8NDX5	CDK1	PHC3	True	False	False	False	False	False
P06493	Q96QT6	CDK1	PHF12	True	False	False	False	False	False
P06493	Q13153	CDK1	PAK1	True	False	False	False	False	False
P06493	Q9NQU5	CDK1	PAK6	True	False	False	False	False	False
P06493	Q9P286	CDK1	PAK5	True	False	False	False	False	False
P06493	O75781	CDK1	PALM	True	False	False	False	False	False
P06493	Q8TEW0	CDK1	PARD3	True	False	False	False	False	False
P06493	Q08174	CDK1	PCDH1	True	False	False	False	False	False
P06493	Q9Y6V0	CDK1	PCLO	True	False	False	False	False	False
P06493	Q00536	CDK1	CDK16	True	False	False	False	False	False
P06493	P49585	CDK1	PCYT1A	True	False	False	False	False	False
P06493	P50479	CDK1	PDLIM4	True	False	False	False	False	False
P06493	Q9C0D0	CDK1	PHACTR1	True	False	False	False	False	False
P06493	Q9UBF8	CDK1	PI4KB	True	False	False	False	False	False
P06493	Q16513	CDK1	PKN2	True	False	False	False	False	False
P06493	Q99569	CDK1	PKP4	True	False	False	False	False	False
P06493	O75051	CDK1	PLXNA2	True	False	False	False	False	False
P06493	Q7Z3K3	CDK1	POGZ	True	False	False	False	False	False
P06493	P24928	CDK1	POLR2A	True	False	False	False	False	False
P06493	Q96HA1	CDK1	POM121	True	False	False	False	False	False
P06493	P14859	CDK1	POU2F1	True	False	False	False	False	False
P06493	Q9UBK2	CDK1	PPARGC1A	True	False	False	False	False	False
P06493	Q13136	CDK1	PPFIA1	True	False	False	False	False	False
P06493	O75145	CDK1	PPFIA3	True	False	False	False	False	False
P06493	Q13522	CDK1	PPP1R1A	True	False	False	False	False	False
P06493	Q9UD71	CDK1	PPP1R1B	True	False	False	False	False	False
P06493	Q9NY27	CDK1	PPP4R2	True	False	False	False	False	False
P06493	Q13029	CDK1	PRDM2	True	False	False	False	False	False
P06493	Q9Y478	CDK1	PRKAB1	True	False	False	False	False	False
P06493	Q9UKA9	CDK1	PTBP2	True	False	False	False	False	False
P06493	Q05397	CDK1	PTK2	True	False	False	False	False	False
P06493	P10276	CDK1	RARA	True	False	False	False	False	False
P06493	Q7Z6E9	CDK1	RBBP6	True	False	False	False	False	False
P06493	P78332	CDK1	RBM6	True	False	False	False	False	False
P06493	Q9P2R6	CDK1	RERE	True	False	False	False	False	False
P06493	Q9BWH6	CDK1	RPAP1	True	False	False	False	False	False
